,rerun,group_dim,bootstrap,subject,ism_repref_corr,sub_rep_ism_gsm_corr,sub_ref_ism_gsm_corr
0,15.0,100,1,18,0.03524049463544014,0.5263057111688032,0.28409298168167896
0,15.0,100,1,17,0.012576225195810503,0.4133679041843037,0.2473905672308745
0,15.0,100,1,3,0.004877950784197154,0.5092059269973856,0.4320633397318978
0,16.0,100,1,20,0.01636200941772714,0.5681336214144641,0.37931456626434
0,16.0,100,1,19,0.009030387084346917,0.38602839807535483,0.5732477048741881
0,16.0,100,1,9,0.03142611585987547,0.4455452620325414,0.31691549851598133
0,16.0,100,1,14,0.038929920226541,0.5929600458654811,0.22293035547738482
0,16.0,100,1,21,0.026607155571343293,0.2930500787982502,0.4852162405394128
0,16.0,100,1,8,0.022695919768083897,0.2566673355508048,0.43482283415764056
0,16.0,100,1,4,0.007524417248586514,0.6098046949237071,0.5480695994269466
0,16.0,100,1,11,0.01950724263145986,0.44241350200870966,0.6103388307440132
0,16.0,100,1,6,0.016721111557752827,0.4702806108760954,0.22888477339921065
0,16.0,100,1,7,0.012942692327929373,0.38984048139680316,0.3107786230830232
0,16.0,100,1,23,0.022295761371781964,0.48672970073539124,0.36677694377773684
0,16.0,100,1,0,0.02921957256108556,0.6133238770804011,0.2729111716848476
0,16.0,100,1,10,0.021520349225840812,0.425258790237224,0.4673577509301825
0,16.0,100,1,16,0.021759693044992354,0.5972097871740364,0.44582832697487274
0,16.0,100,1,12,0.05504980697109679,0.354615592432892,0.5080710806061536
0,16.0,100,1,2,0.013683302872802113,0.40371775750387906,0.22275066981346914
0,16.0,100,1,13,0.013092002731031664,0.4238867484168447,0.37533423462447235
0,16.0,100,1,5,0.007068815795774268,0.3741862026153284,0.23860615229746207
0,16.0,100,1,1,0.037910803892984145,0.5492776318937964,0.5224460319761299
0,16.0,100,1,22,0.05301724546286943,0.4781268128791527,0.5014013956440575
0,16.0,100,1,15,0.034453513937948516,0.36348366409282185,0.22609408629235328
0,16.0,100,1,18,0.03524049463544014,0.5263057111688032,0.28409298168167896
0,16.0,100,1,17,0.012576225195810503,0.4133679041843037,0.2473905672308745
0,16.0,100,1,3,0.004877950784197154,0.5092059269973856,0.4320633397318978
0,17.0,100,1,20,0.01636200941772714,0.5681336214144641,0.37931456626434
0,17.0,100,1,19,0.009030387084346917,0.38602839807535483,0.5732477048741881
0,17.0,100,1,9,0.03142611585987547,0.4455452620325414,0.31691549851598133
0,17.0,100,1,14,0.038929920226541,0.5929600458654811,0.22293035547738482
0,17.0,100,1,21,0.026607155571343293,0.2930500787982502,0.4852162405394128
0,17.0,100,1,8,0.022695919768083897,0.2566673355508048,0.43482283415764056
0,17.0,100,1,4,0.007524417248586514,0.6098046949237071,0.5480695994269466
0,17.0,100,1,11,0.01950724263145986,0.44241350200870966,0.6103388307440132
0,17.0,100,1,6,0.016721111557752827,0.4702806108760954,0.22888477339921065
0,17.0,100,1,7,0.012942692327929373,0.38984048139680316,0.3107786230830232
0,17.0,100,1,23,0.022295761371781964,0.48672970073539124,0.36677694377773684
0,17.0,100,1,0,0.02921957256108556,0.6133238770804011,0.2729111716848476
0,17.0,100,1,10,0.021520349225840812,0.425258790237224,0.4673577509301825
0,17.0,100,1,16,0.021759693044992354,0.5972097871740364,0.44582832697487274
0,17.0,100,1,12,0.05504980697109679,0.354615592432892,0.5080710806061536
0,17.0,100,1,2,0.013683302872802113,0.40371775750387906,0.22275066981346914
0,17.0,100,1,13,0.013092002731031664,0.4238867484168447,0.37533423462447235
0,17.0,100,1,5,0.007068815795774268,0.3741862026153284,0.23860615229746207
0,17.0,100,1,1,0.037910803892984145,0.5492776318937964,0.5224460319761299
0,17.0,100,1,22,0.05301724546286943,0.4781268128791527,0.5014013956440575
0,17.0,100,1,15,0.034453513937948516,0.36348366409282185,0.22609408629235328
0,17.0,100,1,18,0.03524049463544014,0.5263057111688032,0.28409298168167896
0,17.0,100,1,17,0.012576225195810503,0.4133679041843037,0.2473905672308745
0,17.0,100,1,3,0.004877950784197154,0.5092059269973856,0.4320633397318978
0,18.0,100,1,20,0.01636200941772714,0.5681336214144641,0.37931456626434
0,18.0,100,1,19,0.009030387084346917,0.38602839807535483,0.5732477048741881
0,18.0,100,1,9,0.03142611585987547,0.4455452620325414,0.31691549851598133
0,18.0,100,1,14,0.038929920226541,0.5929600458654811,0.22293035547738482
0,18.0,100,1,21,0.026607155571343293,0.2930500787982502,0.4852162405394128
0,18.0,100,1,8,0.022695919768083897,0.2566673355508048,0.43482283415764056
0,18.0,100,1,4,0.007524417248586514,0.6098046949237071,0.5480695994269466
0,18.0,100,1,11,0.01950724263145986,0.44241350200870966,0.6103388307440132
0,18.0,100,1,6,0.016721111557752827,0.4702806108760954,0.22888477339921065
0,18.0,100,1,7,0.012942692327929373,0.38984048139680316,0.3107786230830232
0,18.0,100,1,23,0.022295761371781964,0.48672970073539124,0.36677694377773684
0,18.0,100,1,0,0.02921957256108556,0.6133238770804011,0.2729111716848476
0,18.0,100,1,10,0.021520349225840812,0.425258790237224,0.4673577509301825
0,18.0,100,1,16,0.021759693044992354,0.5972097871740364,0.44582832697487274
0,18.0,100,1,12,0.05504980697109679,0.354615592432892,0.5080710806061536
0,18.0,100,1,2,0.013683302872802113,0.40371775750387906,0.22275066981346914
0,18.0,100,1,13,0.013092002731031664,0.4238867484168447,0.37533423462447235
0,18.0,100,1,5,0.007068815795774268,0.3741862026153284,0.23860615229746207
0,18.0,100,1,1,0.037910803892984145,0.5492776318937964,0.5224460319761299
0,18.0,100,1,22,0.05301724546286943,0.4781268128791527,0.5014013956440575
0,18.0,100,1,15,0.034453513937948516,0.36348366409282185,0.22609408629235328
0,18.0,100,1,18,0.03524049463544014,0.5263057111688032,0.28409298168167896
0,18.0,100,1,17,0.012576225195810503,0.4133679041843037,0.2473905672308745
0,18.0,100,1,3,0.004877950784197154,0.5092059269973856,0.4320633397318978
0,19.0,100,1,20,0.01636200941772714,0.5681336214144641,0.37931456626434
0,19.0,100,1,19,0.009030387084346917,0.38602839807535483,0.5732477048741881
0,19.0,100,1,9,0.03142611585987547,0.4455452620325414,0.31691549851598133
0,19.0,100,1,14,0.038929920226541,0.5929600458654811,0.22293035547738482
0,19.0,100,1,21,0.026607155571343293,0.2930500787982502,0.4852162405394128
0,19.0,100,1,8,0.022695919768083897,0.2566673355508048,0.43482283415764056
0,19.0,100,1,4,0.007524417248586514,0.6098046949237071,0.5480695994269466
0,19.0,100,1,11,0.01950724263145986,0.44241350200870966,0.6103388307440132
0,19.0,100,1,6,0.016721111557752827,0.4702806108760954,0.22888477339921065
0,19.0,100,1,7,0.012942692327929373,0.38984048139680316,0.3107786230830232
0,19.0,100,1,23,0.022295761371781964,0.48672970073539124,0.36677694377773684
0,19.0,100,1,0,0.02921957256108556,0.6133238770804011,0.2729111716848476
0,19.0,100,1,10,0.021520349225840812,0.425258790237224,0.4673577509301825
0,19.0,100,1,16,0.021759693044992354,0.5972097871740364,0.44582832697487274
0,19.0,100,1,12,0.05504980697109679,0.354615592432892,0.5080710806061536
0,19.0,100,1,2,0.013683302872802113,0.40371775750387906,0.22275066981346914
0,19.0,100,1,13,0.013092002731031664,0.4238867484168447,0.37533423462447235
0,19.0,100,1,5,0.007068815795774268,0.3741862026153284,0.23860615229746207
0,19.0,100,1,1,0.037910803892984145,0.5492776318937964,0.5224460319761299
0,19.0,100,1,22,0.05301724546286943,0.4781268128791527,0.5014013956440575
0,19.0,100,1,15,0.034453513937948516,0.36348366409282185,0.22609408629235328
0,19.0,100,1,18,0.03524049463544014,0.5263057111688032,0.28409298168167896
0,19.0,100,1,17,0.012576225195810503,0.4133679041843037,0.2473905672308745
0,19.0,100,1,3,0.004877950784197154,0.5092059269973856,0.4320633397318978
0,20.0,100,1,20,0.01636200941772714,0.5681336214144641,0.37931456626434
0,20.0,100,1,19,0.009030387084346917,0.38602839807535483,0.5732477048741881
0,20.0,100,1,9,0.03142611585987547,0.4455452620325414,0.31691549851598133
0,20.0,100,1,14,0.038929920226541,0.5929600458654811,0.22293035547738482
0,20.0,100,1,21,0.026607155571343293,0.2930500787982502,0.4852162405394128
0,20.0,100,1,8,0.022695919768083897,0.2566673355508048,0.43482283415764056
0,20.0,100,1,4,0.007524417248586514,0.6098046949237071,0.5480695994269466
0,20.0,100,1,11,0.01950724263145986,0.44241350200870966,0.6103388307440132
0,20.0,100,1,6,0.016721111557752827,0.4702806108760954,0.22888477339921065
0,20.0,100,1,7,0.012942692327929373,0.38984048139680316,0.3107786230830232
0,20.0,100,1,23,0.022295761371781964,0.48672970073539124,0.36677694377773684
0,20.0,100,1,0,0.02921957256108556,0.6133238770804011,0.2729111716848476
0,20.0,100,1,10,0.021520349225840812,0.425258790237224,0.4673577509301825
0,20.0,100,1,16,0.021759693044992354,0.5972097871740364,0.44582832697487274
0,20.0,100,1,12,0.05504980697109679,0.354615592432892,0.5080710806061536
0,20.0,100,1,2,0.013683302872802113,0.40371775750387906,0.22275066981346914
0,20.0,100,1,13,0.013092002731031664,0.4238867484168447,0.37533423462447235
0,20.0,100,1,5,0.007068815795774268,0.3741862026153284,0.23860615229746207
0,20.0,100,1,1,0.037910803892984145,0.5492776318937964,0.5224460319761299
0,20.0,100,1,22,0.05301724546286943,0.4781268128791527,0.5014013956440575
0,20.0,100,1,15,0.034453513937948516,0.36348366409282185,0.22609408629235328
0,20.0,100,1,18,0.03524049463544014,0.5263057111688032,0.28409298168167896
0,20.0,100,1,17,0.012576225195810503,0.4133679041843037,0.2473905672308745
0,20.0,100,1,3,0.004877950784197154,0.5092059269973856,0.4320633397318978
0,21.0,100,1,20,0.01636200941772714,0.5681336214144641,0.37931456626434
0,21.0,100,1,19,0.009030387084346917,0.38602839807535483,0.5732477048741881
0,21.0,100,1,9,0.03142611585987547,0.4455452620325414,0.31691549851598133
0,21.0,100,1,14,0.038929920226541,0.5929600458654811,0.22293035547738482
0,21.0,100,1,21,0.026607155571343293,0.2930500787982502,0.4852162405394128
0,21.0,100,1,8,0.022695919768083897,0.2566673355508048,0.43482283415764056
0,21.0,100,1,4,0.007524417248586514,0.6098046949237071,0.5480695994269466
0,21.0,100,1,11,0.01950724263145986,0.44241350200870966,0.6103388307440132
0,21.0,100,1,6,0.016721111557752827,0.4702806108760954,0.22888477339921065
0,21.0,100,1,7,0.012942692327929373,0.38984048139680316,0.3107786230830232
0,21.0,100,1,23,0.022295761371781964,0.48672970073539124,0.36677694377773684
0,21.0,100,1,0,0.02921957256108556,0.6133238770804011,0.2729111716848476
0,21.0,100,1,10,0.021520349225840812,0.425258790237224,0.4673577509301825
0,21.0,100,1,16,0.021759693044992354,0.5972097871740364,0.44582832697487274
0,21.0,100,1,12,0.05504980697109679,0.354615592432892,0.5080710806061536
0,21.0,100,1,2,0.013683302872802113,0.40371775750387906,0.22275066981346914
0,21.0,100,1,13,0.013092002731031664,0.4238867484168447,0.37533423462447235
0,21.0,100,1,5,0.007068815795774268,0.3741862026153284,0.23860615229746207
0,21.0,100,1,1,0.037910803892984145,0.5492776318937964,0.5224460319761299
0,21.0,100,1,22,0.05301724546286943,0.4781268128791527,0.5014013956440575
0,21.0,100,1,15,0.034453513937948516,0.36348366409282185,0.22609408629235328
0,21.0,100,1,18,0.03524049463544014,0.5263057111688032,0.28409298168167896
0,21.0,100,1,17,0.012576225195810503,0.4133679041843037,0.2473905672308745
0,21.0,100,1,3,0.004877950784197154,0.5092059269973856,0.4320633397318978
0,22.0,100,1,20,0.01636200941772714,0.5681336214144641,0.37931456626434
0,22.0,100,1,19,0.009030387084346917,0.38602839807535483,0.5732477048741881
0,22.0,100,1,9,0.03142611585987547,0.4455452620325414,0.31691549851598133
0,22.0,100,1,14,0.038929920226541,0.5929600458654811,0.22293035547738482
0,22.0,100,1,21,0.026607155571343293,0.2930500787982502,0.4852162405394128
0,22.0,100,1,8,0.022695919768083897,0.2566673355508048,0.43482283415764056
0,22.0,100,1,4,0.007524417248586514,0.6098046949237071,0.5480695994269466
0,22.0,100,1,11,0.01950724263145986,0.44241350200870966,0.6103388307440132
0,22.0,100,1,6,0.016721111557752827,0.4702806108760954,0.22888477339921065
0,22.0,100,1,7,0.012942692327929373,0.38984048139680316,0.3107786230830232
0,22.0,100,1,23,0.022295761371781964,0.48672970073539124,0.36677694377773684
0,22.0,100,1,0,0.02921957256108556,0.6133238770804011,0.2729111716848476
0,22.0,100,1,10,0.021520349225840812,0.425258790237224,0.4673577509301825
0,22.0,100,1,16,0.021759693044992354,0.5972097871740364,0.44582832697487274
0,22.0,100,1,12,0.05504980697109679,0.354615592432892,0.5080710806061536
0,22.0,100,1,2,0.013683302872802113,0.40371775750387906,0.22275066981346914
0,22.0,100,1,13,0.013092002731031664,0.4238867484168447,0.37533423462447235
0,22.0,100,1,5,0.007068815795774268,0.3741862026153284,0.23860615229746207
0,22.0,100,1,1,0.037910803892984145,0.5492776318937964,0.5224460319761299
0,22.0,100,1,22,0.05301724546286943,0.4781268128791527,0.5014013956440575
0,22.0,100,1,15,0.034453513937948516,0.36348366409282185,0.22609408629235328
0,22.0,100,1,18,0.03524049463544014,0.5263057111688032,0.28409298168167896
0,22.0,100,1,17,0.012576225195810503,0.4133679041843037,0.2473905672308745
0,22.0,100,1,3,0.004877950784197154,0.5092059269973856,0.4320633397318978
0,23.0,100,1,20,0.01636200941772714,0.5681336214144641,0.37931456626434
0,23.0,100,1,19,0.009030387084346917,0.38602839807535483,0.5732477048741881
0,23.0,100,1,9,0.03142611585987547,0.4455452620325414,0.31691549851598133
0,23.0,100,1,14,0.038929920226541,0.5929600458654811,0.22293035547738482
0,23.0,100,1,21,0.026607155571343293,0.2930500787982502,0.4852162405394128
0,23.0,100,1,8,0.022695919768083897,0.2566673355508048,0.43482283415764056
0,23.0,100,1,4,0.007524417248586514,0.6098046949237071,0.5480695994269466
0,23.0,100,1,11,0.01950724263145986,0.44241350200870966,0.6103388307440132
0,23.0,100,1,6,0.016721111557752827,0.4702806108760954,0.22888477339921065
0,23.0,100,1,7,0.012942692327929373,0.38984048139680316,0.3107786230830232
0,23.0,100,1,23,0.022295761371781964,0.48672970073539124,0.36677694377773684
0,23.0,100,1,0,0.02921957256108556,0.6133238770804011,0.2729111716848476
0,23.0,100,1,10,0.021520349225840812,0.425258790237224,0.4673577509301825
0,23.0,100,1,16,0.021759693044992354,0.5972097871740364,0.44582832697487274
0,23.0,100,1,12,0.05504980697109679,0.354615592432892,0.5080710806061536
0,23.0,100,1,2,0.013683302872802113,0.40371775750387906,0.22275066981346914
0,23.0,100,1,13,0.013092002731031664,0.4238867484168447,0.37533423462447235
0,23.0,100,1,5,0.007068815795774268,0.3741862026153284,0.23860615229746207
0,23.0,100,1,1,0.037910803892984145,0.5492776318937964,0.5224460319761299
0,23.0,100,1,22,0.05301724546286943,0.4781268128791527,0.5014013956440575
0,23.0,100,1,15,0.034453513937948516,0.36348366409282185,0.22609408629235328
0,23.0,100,1,18,0.03524049463544014,0.5263057111688032,0.28409298168167896
0,23.0,100,1,17,0.012576225195810503,0.4133679041843037,0.2473905672308745
0,23.0,100,1,3,0.004877950784197154,0.5092059269973856,0.4320633397318978
0,24.0,100,1,20,0.01636200941772714,0.5681336214144641,0.37931456626434
0,24.0,100,1,19,0.009030387084346917,0.38602839807535483,0.5732477048741881
0,24.0,100,1,9,0.03142611585987547,0.4455452620325414,0.31691549851598133
0,24.0,100,1,14,0.038929920226541,0.5929600458654811,0.22293035547738482
0,24.0,100,1,21,0.026607155571343293,0.2930500787982502,0.4852162405394128
0,24.0,100,1,8,0.022695919768083897,0.2566673355508048,0.43482283415764056
0,24.0,100,1,4,0.007524417248586514,0.6098046949237071,0.5480695994269466
0,24.0,100,1,11,0.01950724263145986,0.44241350200870966,0.6103388307440132
0,24.0,100,1,6,0.016721111557752827,0.4702806108760954,0.22888477339921065
0,24.0,100,1,7,0.012942692327929373,0.38984048139680316,0.3107786230830232
0,24.0,100,1,23,0.022295761371781964,0.48672970073539124,0.36677694377773684
0,24.0,100,1,0,0.02921957256108556,0.6133238770804011,0.2729111716848476
0,24.0,100,1,10,0.021520349225840812,0.425258790237224,0.4673577509301825
0,24.0,100,1,16,0.021759693044992354,0.5972097871740364,0.44582832697487274
0,24.0,100,1,12,0.05504980697109679,0.354615592432892,0.5080710806061536
0,24.0,100,1,2,0.013683302872802113,0.40371775750387906,0.22275066981346914
0,24.0,100,1,13,0.013092002731031664,0.4238867484168447,0.37533423462447235
0,24.0,100,1,5,0.007068815795774268,0.3741862026153284,0.23860615229746207
0,24.0,100,1,1,0.037910803892984145,0.5492776318937964,0.5224460319761299
0,24.0,100,1,22,0.05301724546286943,0.4781268128791527,0.5014013956440575
0,24.0,100,1,15,0.034453513937948516,0.36348366409282185,0.22609408629235328
0,24.0,100,1,18,0.03524049463544014,0.5263057111688032,0.28409298168167896
0,24.0,100,1,17,0.012576225195810503,0.4133679041843037,0.2473905672308745
0,24.0,100,1,3,0.004877950784197154,0.5092059269973856,0.4320633397318978
0,25.0,100,1,20,0.01636200941772714,0.5681336214144641,0.37931456626434
0,25.0,100,1,19,0.009030387084346917,0.38602839807535483,0.5732477048741881
0,25.0,100,1,9,0.03142611585987547,0.4455452620325414,0.31691549851598133
0,25.0,100,1,14,0.038929920226541,0.5929600458654811,0.22293035547738482
0,25.0,100,1,21,0.026607155571343293,0.2930500787982502,0.4852162405394128
0,25.0,100,1,8,0.022695919768083897,0.2566673355508048,0.43482283415764056
0,25.0,100,1,4,0.007524417248586514,0.6098046949237071,0.5480695994269466
0,25.0,100,1,11,0.01950724263145986,0.44241350200870966,0.6103388307440132
0,25.0,100,1,6,0.016721111557752827,0.4702806108760954,0.22888477339921065
0,25.0,100,1,7,0.012942692327929373,0.38984048139680316,0.3107786230830232
0,25.0,100,1,23,0.022295761371781964,0.48672970073539124,0.36677694377773684
0,25.0,100,1,0,0.02921957256108556,0.6133238770804011,0.2729111716848476
0,25.0,100,1,10,0.021520349225840812,0.425258790237224,0.4673577509301825
0,25.0,100,1,16,0.021759693044992354,0.5972097871740364,0.44582832697487274
0,25.0,100,1,12,0.05504980697109679,0.354615592432892,0.5080710806061536
0,25.0,100,1,2,0.013683302872802113,0.40371775750387906,0.22275066981346914
0,25.0,100,1,13,0.013092002731031664,0.4238867484168447,0.37533423462447235
0,25.0,100,1,5,0.007068815795774268,0.3741862026153284,0.23860615229746207
0,25.0,100,1,1,0.037910803892984145,0.5492776318937964,0.5224460319761299
0,25.0,100,1,22,0.05301724546286943,0.4781268128791527,0.5014013956440575
0,25.0,100,1,15,0.034453513937948516,0.36348366409282185,0.22609408629235328
0,25.0,100,1,18,0.03524049463544014,0.5263057111688032,0.28409298168167896
0,25.0,100,1,17,0.012576225195810503,0.4133679041843037,0.2473905672308745
0,25.0,100,1,3,0.004877950784197154,0.5092059269973856,0.4320633397318978
0,26.0,100,1,20,0.01636200941772714,0.5681336214144641,0.37931456626434
0,26.0,100,1,19,0.009030387084346917,0.38602839807535483,0.5732477048741881
0,26.0,100,1,9,0.03142611585987547,0.4455452620325414,0.31691549851598133
0,26.0,100,1,14,0.038929920226541,0.5929600458654811,0.22293035547738482
0,26.0,100,1,21,0.026607155571343293,0.2930500787982502,0.4852162405394128
